,REF_DATE,GEO,Admissions_and_releases,Correctional_services,Corrections
2496,2002,Alberta,Youth admissions,Pre-trial detention,2225.0
2497,2002,Alberta,Youth admissions,Provincial director remand,
2498,2002,Alberta,Youth admissions,Secure custody,845.0
2499,2002,Alberta,Youth admissions,Custody and supervision (secure),
2500,2002,Alberta,Youth admissions,Young Offenders Act (YOA) (secure),
2501,2002,Alberta,Youth admissions,Open custody,389.0
2502,2002,Alberta,Youth admissions,Custody and supervision (open),
2503,2002,Alberta,Youth admissions,Young Offenders Act (YOA) (open),
2504,2002,Alberta,Youth admissions,Community Portion of Custody Supervision,
2505,2002,Alberta,Youth admissions,Intensive support and supervision,
2506,2002,Alberta,Youth admissions,Deferred custody and supervision,
2507,2002,Alberta,Youth admissions,Supervised probation,2632.0
2508,2002,Alberta,Youth admissions,Other community sentences,
2509,2002,Alberta,Youth releases,Pre-trial detention,2278.0
2510,2002,Alberta,Youth releases,Provincial director remand,
2511,2002,Alberta,Youth releases,Secure custody,891.0
2512,2002,Alberta,Youth releases,Custody and supervision (secure),
2513,2002,Alberta,Youth releases,Young Offenders Act (YOA) (secure),
2514,2002,Alberta,Youth releases,Open custody,441.0
2515,2002,Alberta,Youth releases,Custody and supervision (open),
2516,2002,Alberta,Youth releases,Young Offenders Act (YOA) (open),
2517,2002,Alberta,Youth releases,Community Portion of Custody Supervision,
2518,2002,Alberta,Youth releases,Intensive support and supervision,
2519,2002,Alberta,Youth releases,Deferred custody and supervision,
2520,2002,Alberta,Youth releases,Supervised probation,
2521,2002,Alberta,Youth releases,Other community sentences,
2522,2002,British Columbia,Youth admissions,Pre-trial detention,1522.0
2523,2002,British Columbia,Youth admissions,Provincial director remand,
2524,2002,British Columbia,Youth admissions,Secure custody,448.0
2525,2002,British Columbia,Youth admissions,Custody and supervision (secure),
2526,2002,British Columbia,Youth admissions,Young Offenders Act (YOA) (secure),
2527,2002,British Columbia,Youth admissions,Open custody,485.0
2528,2002,British Columbia,Youth admissions,Custody and supervision (open),
2529,2002,British Columbia,Youth admissions,Young Offenders Act (YOA) (open),
2530,2002,British Columbia,Youth admissions,Community Portion of Custody Supervision,
2531,2002,British Columbia,Youth admissions,Intensive support and supervision,
2532,2002,British Columbia,Youth admissions,Deferred custody and supervision,
2533,2002,British Columbia,Youth admissions,Supervised probation,2281.0
2534,2002,British Columbia,Youth admissions,Other community sentences,
2535,2002,British Columbia,Youth releases,Pre-trial detention,1607.0
2536,2002,British Columbia,Youth releases,Provincial director remand,
2537,2002,British Columbia,Youth releases,Secure custody,362.0
2538,2002,British Columbia,Youth releases,Custody and supervision (secure),
2539,2002,British Columbia,Youth releases,Young Offenders Act (YOA) (secure),
2540,2002,British Columbia,Youth releases,Open custody,542.0
2541,2002,British Columbia,Youth releases,Custody and supervision (open),
2542,2002,British Columbia,Youth releases,Young Offenders Act (YOA) (open),
2543,2002,British Columbia,Youth releases,Community Portion of Custody Supervision,
2544,2002,British Columbia,Youth releases,Intensive support and supervision,
2545,2002,British Columbia,Youth releases,Deferred custody and supervision,
2546,2002,British Columbia,Youth releases,Supervised probation,
2547,2002,British Columbia,Youth releases,Other community sentences,
2808,2003,Ontario,Youth admissions,Pre-trial detention,5640.0
2809,2003,Ontario,Youth admissions,Provincial director remand,
2810,2003,Ontario,Youth admissions,Secure custody,1218.0
2811,2003,Ontario,Youth admissions,Custody and supervision (secure),1205.0
2812,2003,Ontario,Youth admissions,Young Offenders Act (YOA) (secure),8.0
2813,2003,Ontario,Youth admissions,Open custody,1234.0
2814,2003,Ontario,Youth admissions,Custody and supervision (open),1200.0
2815,2003,Ontario,Youth admissions,Young Offenders Act (YOA) (open),33.0
2816,2003,Ontario,Youth admissions,Community Portion of Custody Supervision,1865.0
2817,2003,Ontario,Youth admissions,Intensive support and supervision,0.0
2818,2003,Ontario,Youth admissions,Deferred custody and supervision,449.0
2819,2003,Ontario,Youth admissions,Supervised probation,11091.0
2820,2003,Ontario,Youth admissions,Other community sentences,3592.0
2821,2003,Ontario,Youth releases,Pre-trial detention,5723.0
2822,2003,Ontario,Youth releases,Provincial director remand,
2823,2003,Ontario,Youth releases,Secure custody,1330.0
2824,2003,Ontario,Youth releases,Custody and supervision (secure),926.0
2825,2003,Ontario,Youth releases,Young Offenders Act (YOA) (secure),403.0
2826,2003,Ontario,Youth releases,Open custody,2016.0
2827,2003,Ontario,Youth releases,Custody and supervision (open),887.0
2828,2003,Ontario,Youth releases,Young Offenders Act (YOA) (open),1128.0
2829,2003,Ontario,Youth releases,Community Portion of Custody Supervision,1609.0
2830,2003,Ontario,Youth releases,Intensive support and supervision,0.0
2831,2003,Ontario,Youth releases,Deferred custody and supervision,48.0
2832,2003,Ontario,Youth releases,Supervised probation,15048.0
2833,2003,Ontario,Youth releases,Other community sentences,370.0
2886,2003,Manitoba,Youth admissions,Pre-trial detention,1539.0
2887,2003,Manitoba,Youth admissions,Provincial director remand,97.0
2888,2003,Manitoba,Youth admissions,Secure custody,114.0
2889,2003,Manitoba,Youth admissions,Custody and supervision (secure),106.0
2890,2003,Manitoba,Youth admissions,Young Offenders Act (YOA) (secure),7.0
2891,2003,Manitoba,Youth admissions,Open custody,261.0
2892,2003,Manitoba,Youth admissions,Custody and supervision (open),212.0
2893,2003,Manitoba,Youth admissions,Young Offenders Act (YOA) (open),49.0
2894,2003,Manitoba,Youth admissions,Community Portion of Custody Supervision,193.0
2895,2003,Manitoba,Youth admissions,Intensive support and supervision,
2896,2003,Manitoba,Youth admissions,Deferred custody and supervision,112.0
2897,2003,Manitoba,Youth admissions,Supervised probation,788.0
2898,2003,Manitoba,Youth admissions,Other community sentences,725.0
2899,2003,Manitoba,Youth releases,Pre-trial detention,1431.0
2900,2003,Manitoba,Youth releases,Provincial director remand,85.0
2901,2003,Manitoba,Youth releases,Secure custody,129.0
2902,2003,Manitoba,Youth releases,Custody and supervision (secure),76.0
2903,2003,Manitoba,Youth releases,Young Offenders Act (YOA) (secure),53.0
2904,2003,Manitoba,Youth releases,Open custody,256.0
2905,2003,Manitoba,Youth releases,Custody and supervision (open),157.0
2906,2003,Manitoba,Youth releases,Young Offenders Act (YOA) (open),99.0
2907,2003,Manitoba,Youth releases,Community Portion of Custody Supervision,69.0
2908,2003,Manitoba,Youth releases,Intensive support and supervision,
2909,2003,Manitoba,Youth releases,Deferred custody and supervision,70.0
2910,2003,Manitoba,Youth releases,Supervised probation,1179.0
2911,2003,Manitoba,Youth releases,Other community sentences,
2912,2003,Saskatchewan,Youth admissions,Pre-trial detention,
2913,2003,Saskatchewan,Youth admissions,Provincial director remand,
2914,2003,Saskatchewan,Youth admissions,Secure custody,239.0
2915,2003,Saskatchewan,Youth admissions,Custody and supervision (secure),239.0
2916,2003,Saskatchewan,Youth admissions,Young Offenders Act (YOA) (secure),
2917,2003,Saskatchewan,Youth admissions,Open custody,256.0
2918,2003,Saskatchewan,Youth admissions,Custody and supervision (open),256.0
2919,2003,Saskatchewan,Youth admissions,Young Offenders Act (YOA) (open),
2920,2003,Saskatchewan,Youth admissions,Community Portion of Custody Supervision,
2921,2003,Saskatchewan,Youth admissions,Intensive support and supervision,
2922,2003,Saskatchewan,Youth admissions,Deferred custody and supervision,
2923,2003,Saskatchewan,Youth admissions,Supervised probation,1339.0
2924,2003,Saskatchewan,Youth admissions,Other community sentences,
2925,2003,Saskatchewan,Youth releases,Pre-trial detention,
2926,2003,Saskatchewan,Youth releases,Provincial director remand,
2927,2003,Saskatchewan,Youth releases,Secure custody,
2928,2003,Saskatchewan,Youth releases,Custody and supervision (secure),
2929,2003,Saskatchewan,Youth releases,Young Offenders Act (YOA) (secure),
2930,2003,Saskatchewan,Youth releases,Open custody,
2931,2003,Saskatchewan,Youth releases,Custody and supervision (open),
2932,2003,Saskatchewan,Youth releases,Young Offenders Act (YOA) (open),
2933,2003,Saskatchewan,Youth releases,Community Portion of Custody Supervision,
2934,2003,Saskatchewan,Youth releases,Intensive support and supervision,
2935,2003,Saskatchewan,Youth releases,Deferred custody and supervision,
2936,2003,Saskatchewan,Youth releases,Supervised probation,
2937,2003,Saskatchewan,Youth releases,Other community sentences,
2938,2003,Alberta,Youth admissions,Pre-trial detention,2037.0
2939,2003,Alberta,Youth admissions,Provincial director remand,
2940,2003,Alberta,Youth admissions,Secure custody,497.0
2941,2003,Alberta,Youth admissions,Custody and supervision (secure),497.0
2942,2003,Alberta,Youth admissions,Young Offenders Act (YOA) (secure),
2943,2003,Alberta,Youth admissions,Open custody,239.0
2944,2003,Alberta,Youth admissions,Custody and supervision (open),239.0
2945,2003,Alberta,Youth admissions,Young Offenders Act (YOA) (open),
2946,2003,Alberta,Youth admissions,Community Portion of Custody Supervision,366.0
2947,2003,Alberta,Youth admissions,Intensive support and supervision,52.0
2948,2003,Alberta,Youth admissions,Deferred custody and supervision,263.0
2949,2003,Alberta,Youth admissions,Supervised probation,2144.0
2950,2003,Alberta,Youth admissions,Other community sentences,1426.0
2951,2003,Alberta,Youth releases,Pre-trial detention,2003.0
2952,2003,Alberta,Youth releases,Provincial director remand,
2953,2003,Alberta,Youth releases,Secure custody,506.0
2954,2003,Alberta,Youth releases,Custody and supervision (secure),506.0
2955,2003,Alberta,Youth releases,Young Offenders Act (YOA) (secure),
2956,2003,Alberta,Youth releases,Open custody,276.0
2957,2003,Alberta,Youth releases,Custody and supervision (open),276.0
2958,2003,Alberta,Youth releases,Young Offenders Act (YOA) (open),
2959,2003,Alberta,Youth releases,Community Portion of Custody Supervision,306.0
2960,2003,Alberta,Youth releases,Intensive support and supervision,8.0
2961,2003,Alberta,Youth releases,Deferred custody and supervision,156.0
2962,2003,Alberta,Youth releases,Supervised probation,1745.0
2963,2003,Alberta,Youth releases,Other community sentences,1011.0
2964,2003,British Columbia,Youth admissions,Pre-trial detention,1301.0
2965,2003,British Columbia,Youth admissions,Provincial director remand,
2966,2003,British Columbia,Youth admissions,Secure custody,242.0
2967,2003,British Columbia,Youth admissions,Custody and supervision (secure),242.0
2968,2003,British Columbia,Youth admissions,Young Offenders Act (YOA) (secure),0.0
2969,2003,British Columbia,Youth admissions,Open custody,315.0
2970,2003,British Columbia,Youth admissions,Custody and supervision (open),315.0
2971,2003,British Columbia,Youth admissions,Young Offenders Act (YOA) (open),
2972,2003,British Columbia,Youth admissions,Community Portion of Custody Supervision,
2973,2003,British Columbia,Youth admissions,Intensive support and supervision,
2974,2003,British Columbia,Youth admissions,Deferred custody and supervision,
2975,2003,British Columbia,Youth admissions,Supervised probation,1664.0
2976,2003,British Columbia,Youth admissions,Other community sentences,
2977,2003,British Columbia,Youth releases,Pre-trial detention,1372.0
2978,2003,British Columbia,Youth releases,Provincial director remand,
2979,2003,British Columbia,Youth releases,Secure custody,207.0
2980,2003,British Columbia,Youth releases,Custody and supervision (secure),207.0
2981,2003,British Columbia,Youth releases,Young Offenders Act (YOA) (secure),0.0
2982,2003,British Columbia,Youth releases,Open custody,363.0
2983,2003,British Columbia,Youth releases,Custody and supervision (open),363.0
2984,2003,British Columbia,Youth releases,Young Offenders Act (YOA) (open),
2985,2003,British Columbia,Youth releases,Community Portion of Custody Supervision,
2986,2003,British Columbia,Youth releases,Intensive support and supervision,
2987,2003,British Columbia,Youth releases,Deferred custody and supervision,
2988,2003,British Columbia,Youth releases,Supervised probation,2534.0
2989,2003,British Columbia,Youth releases,Other community sentences,
3250,2004,Ontario,Youth admissions,Pre-trial detention,8351.0
3251,2004,Ontario,Youth admissions,Provincial director remand,
3252,2004,Ontario,Youth admissions,Secure custody,1097.0
3253,2004,Ontario,Youth admissions,Custody and supervision (secure),1093.0
3254,2004,Ontario,Youth admissions,Young Offenders Act (YOA) (secure),0.0
3255,2004,Ontario,Youth admissions,Open custody,1121.0
3256,2004,Ontario,Youth admissions,Custody and supervision (open),1121.0
3257,2004,Ontario,Youth admissions,Young Offenders Act (YOA) (open),0.0
3258,2004,Ontario,Youth admissions,Community Portion of Custody Supervision,2038.0
3259,2004,Ontario,Youth admissions,Intensive support and supervision,0.0
3260,2004,Ontario,Youth admissions,Deferred custody and supervision,502.0
3261,2004,Ontario,Youth admissions,Supervised probation,7593.0
3262,2004,Ontario,Youth admissions,Other community sentences,2784.0
3263,2004,Ontario,Youth releases,Pre-trial detention,8255.0
3264,2004,Ontario,Youth releases,Provincial director remand,
3265,2004,Ontario,Youth releases,Secure custody,1104.0
3266,2004,Ontario,Youth releases,Custody and supervision (secure),1104.0
3267,2004,Ontario,Youth releases,Young Offenders Act (YOA) (secure),0.0
3268,2004,Ontario,Youth releases,Open custody,1102.0
3269,2004,Ontario,Youth releases,Custody and supervision (open),1102.0
3270,2004,Ontario,Youth releases,Young Offenders Act (YOA) (open),0.0
3271,2004,Ontario,Youth releases,Community Portion of Custody Supervision,1987.0
3272,2004,Ontario,Youth releases,Intensive support and supervision,0.0
3273,2004,Ontario,Youth releases,Deferred custody and supervision,467.0
3274,2004,Ontario,Youth releases,Supervised probation,9022.0
3275,2004,Ontario,Youth releases,Other community sentences,2312.0
3328,2004,Manitoba,Youth admissions,Pre-trial detention,1552.0
3329,2004,Manitoba,Youth admissions,Provincial director remand,180.0
3330,2004,Manitoba,Youth admissions,Secure custody,136.0
3331,2004,Manitoba,Youth admissions,Custody and supervision (secure),133.0
3332,2004,Manitoba,Youth admissions,Young Offenders Act (YOA) (secure),0.0
3333,2004,Manitoba,Youth admissions,Open custody,243.0
3334,2004,Manitoba,Youth admissions,Custody and supervision (open),243.0
3335,2004,Manitoba,Youth admissions,Young Offenders Act (YOA) (open),0.0
3336,2004,Manitoba,Youth admissions,Community Portion of Custody Supervision,288.0
3337,2004,Manitoba,Youth admissions,Intensive support and supervision,
3338,2004,Manitoba,Youth admissions,Deferred custody and supervision,121.0
3339,2004,Manitoba,Youth admissions,Supervised probation,931.0
3340,2004,Manitoba,Youth admissions,Other community sentences,775.0
3341,2004,Manitoba,Youth releases,Pre-trial detention,1531.0
3342,2004,Manitoba,Youth releases,Provincial director remand,181.0
3343,2004,Manitoba,Youth releases,Secure custody,130.0
3344,2004,Manitoba,Youth releases,Custody and supervision (secure),129.0
3345,2004,Manitoba,Youth releases,Young Offenders Act (YOA) (secure),0.0
3346,2004,Manitoba,Youth releases,Open custody,235.0
3347,2004,Manitoba,Youth releases,Custody and supervision (open),235.0
3348,2004,Manitoba,Youth releases,Young Offenders Act (YOA) (open),0.0
3349,2004,Manitoba,Youth releases,Community Portion of Custody Supervision,290.0
3350,2004,Manitoba,Youth releases,Intensive support and supervision,
3351,2004,Manitoba,Youth releases,Deferred custody and supervision,125.0
3352,2004,Manitoba,Youth releases,Supervised probation,794.0
3353,2004,Manitoba,Youth releases,Other community sentences,737.0
3354,2004,Saskatchewan,Youth admissions,Pre-trial detention,
3355,2004,Saskatchewan,Youth admissions,Provincial director remand,
3356,2004,Saskatchewan,Youth admissions,Secure custody,160.0
3357,2004,Saskatchewan,Youth admissions,Custody and supervision (secure),160.0
3358,2004,Saskatchewan,Youth admissions,Young Offenders Act (YOA) (secure),
3359,2004,Saskatchewan,Youth admissions,Open custody,216.0
3360,2004,Saskatchewan,Youth admissions,Custody and supervision (open),216.0
3361,2004,Saskatchewan,Youth admissions,Young Offenders Act (YOA) (open),
3362,2004,Saskatchewan,Youth admissions,Community Portion of Custody Supervision,214.0
3363,2004,Saskatchewan,Youth admissions,Intensive support and supervision,
3364,2004,Saskatchewan,Youth admissions,Deferred custody and supervision,167.0
3365,2004,Saskatchewan,Youth admissions,Supervised probation,1265.0
3366,2004,Saskatchewan,Youth admissions,Other community sentences,
3367,2004,Saskatchewan,Youth releases,Pre-trial detention,
3368,2004,Saskatchewan,Youth releases,Provincial director remand,
3369,2004,Saskatchewan,Youth releases,Secure custody,159.0
3370,2004,Saskatchewan,Youth releases,Custody and supervision (secure),159.0
3371,2004,Saskatchewan,Youth releases,Young Offenders Act (YOA) (secure),
3372,2004,Saskatchewan,Youth releases,Open custody,185.0
3373,2004,Saskatchewan,Youth releases,Custody and supervision (open),185.0
3374,2004,Saskatchewan,Youth releases,Young Offenders Act (YOA) (open),
3375,2004,Saskatchewan,Youth releases,Community Portion of Custody Supervision,
3376,2004,Saskatchewan,Youth releases,Intensive support and supervision,
3377,2004,Saskatchewan,Youth releases,Deferred custody and supervision,
3378,2004,Saskatchewan,Youth releases,Supervised probation,
3379,2004,Saskatchewan,Youth releases,Other community sentences,
3380,2004,Alberta,Youth admissions,Pre-trial detention,1655.0
3381,2004,Alberta,Youth admissions,Provincial director remand,
3382,2004,Alberta,Youth admissions,Secure custody,486.0
3383,2004,Alberta,Youth admissions,Custody and supervision (secure),486.0
3384,2004,Alberta,Youth admissions,Young Offenders Act (YOA) (secure),
3385,2004,Alberta,Youth admissions,Open custody,249.0
3386,2004,Alberta,Youth admissions,Custody and supervision (open),249.0
3387,2004,Alberta,Youth admissions,Young Offenders Act (YOA) (open),
3388,2004,Alberta,Youth admissions,Community Portion of Custody Supervision,469.0
3389,2004,Alberta,Youth admissions,Intensive support and supervision,11.0
3390,2004,Alberta,Youth admissions,Deferred custody and supervision,249.0
3391,2004,Alberta,Youth admissions,Supervised probation,1778.0
3392,2004,Alberta,Youth admissions,Other community sentences,1112.0
3393,2004,Alberta,Youth releases,Pre-trial detention,1650.0
3394,2004,Alberta,Youth releases,Provincial director remand,
3395,2004,Alberta,Youth releases,Secure custody,501.0
3396,2004,Alberta,Youth releases,Custody and supervision (secure),501.0
3397,2004,Alberta,Youth releases,Young Offenders Act (YOA) (secure),
3398,2004,Alberta,Youth releases,Open custody,261.0
3399,2004,Alberta,Youth releases,Custody and supervision (open),261.0
3400,2004,Alberta,Youth releases,Young Offenders Act (YOA) (open),
3401,2004,Alberta,Youth releases,Community Portion of Custody Supervision,472.0
3402,2004,Alberta,Youth releases,Intensive support and supervision,15.0
3403,2004,Alberta,Youth releases,Deferred custody and supervision,244.0
3404,2004,Alberta,Youth releases,Supervised probation,1774.0
3405,2004,Alberta,Youth releases,Other community sentences,1011.0
3406,2004,British Columbia,Youth admissions,Pre-trial detention,1404.0
3407,2004,British Columbia,Youth admissions,Provincial director remand,
3408,2004,British Columbia,Youth admissions,Secure custody,225.0
3409,2004,British Columbia,Youth admissions,Custody and supervision (secure),225.0
3410,2004,British Columbia,Youth admissions,Young Offenders Act (YOA) (secure),0.0
3411,2004,British Columbia,Youth admissions,Open custody,343.0
3412,2004,British Columbia,Youth admissions,Custody and supervision (open),343.0
3413,2004,British Columbia,Youth admissions,Young Offenders Act (YOA) (open),
3414,2004,British Columbia,Youth admissions,Community Portion of Custody Supervision,
3415,2004,British Columbia,Youth admissions,Intensive support and supervision,
3416,2004,British Columbia,Youth admissions,Deferred custody and supervision,
3417,2004,British Columbia,Youth admissions,Supervised probation,1668.0
3418,2004,British Columbia,Youth admissions,Other community sentences,2320.0
3419,2004,British Columbia,Youth releases,Pre-trial detention,1420.0
3420,2004,British Columbia,Youth releases,Provincial director remand,
3421,2004,British Columbia,Youth releases,Secure custody,191.0
3422,2004,British Columbia,Youth releases,Custody and supervision (secure),191.0
3423,2004,British Columbia,Youth releases,Young Offenders Act (YOA) (secure),0.0
3424,2004,British Columbia,Youth releases,Open custody,353.0
3425,2004,British Columbia,Youth releases,Custody and supervision (open),353.0
3426,2004,British Columbia,Youth releases,Young Offenders Act (YOA) (open),
3427,2004,British Columbia,Youth releases,Community Portion of Custody Supervision,
3428,2004,British Columbia,Youth releases,Intensive support and supervision,
3429,2004,British Columbia,Youth releases,Deferred custody and supervision,
3430,2004,British Columbia,Youth releases,Supervised probation,2010.0
3431,2004,British Columbia,Youth releases,Other community sentences,2110.0
3692,2005,Ontario,Youth admissions,Pre-trial detention,8664.0
3693,2005,Ontario,Youth admissions,Provincial director remand,
3694,2005,Ontario,Youth admissions,Secure custody,862.0
3695,2005,Ontario,Youth admissions,Custody and supervision (secure),857.0
3696,2005,Ontario,Youth admissions,Young Offenders Act (YOA) (secure),0.0
3697,2005,Ontario,Youth admissions,Open custody,961.0
3698,2005,Ontario,Youth admissions,Custody and supervision (open),960.0
3699,2005,Ontario,Youth admissions,Young Offenders Act (YOA) (open),0.0
3700,2005,Ontario,Youth admissions,Community Portion of Custody Supervision,1784.0
3701,2005,Ontario,Youth admissions,Intensive support and supervision,5.0
3702,2005,Ontario,Youth admissions,Deferred custody and supervision,554.0
3703,2005,Ontario,Youth admissions,Supervised probation,7599.0
3704,2005,Ontario,Youth admissions,Other community sentences,2622.0
3705,2005,Ontario,Youth releases,Pre-trial detention,8683.0
3706,2005,Ontario,Youth releases,Provincial director remand,
3707,2005,Ontario,Youth releases,Secure custody,896.0
3708,2005,Ontario,Youth releases,Custody and supervision (secure),894.0
3709,2005,Ontario,Youth releases,Young Offenders Act (YOA) (secure),0.0
3710,2005,Ontario,Youth releases,Open custody,989.0
3711,2005,Ontario,Youth releases,Custody and supervision (open),989.0
3712,2005,Ontario,Youth releases,Young Offenders Act (YOA) (open),0.0
3713,2005,Ontario,Youth releases,Community Portion of Custody Supervision,1801.0
3714,2005,Ontario,Youth releases,Intensive support and supervision,0.0
3715,2005,Ontario,Youth releases,Deferred custody and supervision,562.0
3716,2005,Ontario,Youth releases,Supervised probation,7953.0
3717,2005,Ontario,Youth releases,Other community sentences,2873.0
3770,2005,Manitoba,Youth admissions,Pre-trial detention,1714.0
3771,2005,Manitoba,Youth admissions,Provincial director remand,228.0
3772,2005,Manitoba,Youth admissions,Secure custody,95.0
3773,2005,Manitoba,Youth admissions,Custody and supervision (secure),93.0
3774,2005,Manitoba,Youth admissions,Young Offenders Act (YOA) (secure),0.0
3775,2005,Manitoba,Youth admissions,Open custody,271.0
3776,2005,Manitoba,Youth admissions,Custody and supervision (open),270.0
3777,2005,Manitoba,Youth admissions,Young Offenders Act (YOA) (open),0.0
3778,2005,Manitoba,Youth admissions,Community Portion of Custody Supervision,321.0
3779,2005,Manitoba,Youth admissions,Intensive support and supervision,
3780,2005,Manitoba,Youth admissions,Deferred custody and supervision,153.0
3781,2005,Manitoba,Youth admissions,Supervised probation,936.0
3782,2005,Manitoba,Youth admissions,Other community sentences,731.0
3783,2005,Manitoba,Youth releases,Pre-trial detention,1700.0
3784,2005,Manitoba,Youth releases,Provincial director remand,224.0
3785,2005,Manitoba,Youth releases,Secure custody,111.0
3786,2005,Manitoba,Youth releases,Custody and supervision (secure),109.0
3787,2005,Manitoba,Youth releases,Young Offenders Act (YOA) (secure),0.0
3788,2005,Manitoba,Youth releases,Open custody,272.0
3789,2005,Manitoba,Youth releases,Custody and supervision (open),272.0
3790,2005,Manitoba,Youth releases,Young Offenders Act (YOA) (open),0.0
3791,2005,Manitoba,Youth releases,Community Portion of Custody Supervision,341.0
3792,2005,Manitoba,Youth releases,Intensive support and supervision,
3793,2005,Manitoba,Youth releases,Deferred custody and supervision,153.0
3794,2005,Manitoba,Youth releases,Supervised probation,896.0
3795,2005,Manitoba,Youth releases,Other community sentences,728.0
3796,2005,Saskatchewan,Youth admissions,Pre-trial detention,
3797,2005,Saskatchewan,Youth admissions,Provincial director remand,
3798,2005,Saskatchewan,Youth admissions,Secure custody,117.0
3799,2005,Saskatchewan,Youth admissions,Custody and supervision (secure),117.0
3800,2005,Saskatchewan,Youth admissions,Young Offenders Act (YOA) (secure),
3801,2005,Saskatchewan,Youth admissions,Open custody,159.0
3802,2005,Saskatchewan,Youth admissions,Custody and supervision (open),159.0
3803,2005,Saskatchewan,Youth admissions,Young Offenders Act (YOA) (open),
3804,2005,Saskatchewan,Youth admissions,Community Portion of Custody Supervision,124.0
3805,2005,Saskatchewan,Youth admissions,Intensive support and supervision,
3806,2005,Saskatchewan,Youth admissions,Deferred custody and supervision,159.0
3807,2005,Saskatchewan,Youth admissions,Supervised probation,1215.0
3808,2005,Saskatchewan,Youth admissions,Other community sentences,
3809,2005,Saskatchewan,Youth releases,Pre-trial detention,
3810,2005,Saskatchewan,Youth releases,Provincial director remand,
3811,2005,Saskatchewan,Youth releases,Secure custody,73.0
3812,2005,Saskatchewan,Youth releases,Custody and supervision (secure),73.0
3813,2005,Saskatchewan,Youth releases,Young Offenders Act (YOA) (secure),
3814,2005,Saskatchewan,Youth releases,Open custody,101.0
3815,2005,Saskatchewan,Youth releases,Custody and supervision (open),101.0
3816,2005,Saskatchewan,Youth releases,Young Offenders Act (YOA) (open),
3817,2005,Saskatchewan,Youth releases,Community Portion of Custody Supervision,
3818,2005,Saskatchewan,Youth releases,Intensive support and supervision,
3819,2005,Saskatchewan,Youth releases,Deferred custody and supervision,
3820,2005,Saskatchewan,Youth releases,Supervised probation,
3821,2005,Saskatchewan,Youth releases,Other community sentences,
3822,2005,Alberta,Youth admissions,Pre-trial detention,1797.0
3823,2005,Alberta,Youth admissions,Provincial director remand,
3824,2005,Alberta,Youth admissions,Secure custody,231.0
3825,2005,Alberta,Youth admissions,Custody and supervision (secure),231.0
3826,2005,Alberta,Youth admissions,Young Offenders Act (YOA) (secure),
3827,2005,Alberta,Youth admissions,Open custody,67.0
3828,2005,Alberta,Youth admissions,Custody and supervision (open),67.0
3829,2005,Alberta,Youth admissions,Young Offenders Act (YOA) (open),
3830,2005,Alberta,Youth admissions,Community Portion of Custody Supervision,505.0
3831,2005,Alberta,Youth admissions,Intensive support and supervision,13.0
3832,2005,Alberta,Youth admissions,Deferred custody and supervision,205.0
3833,2005,Alberta,Youth admissions,Supervised probation,1789.0
3834,2005,Alberta,Youth admissions,Other community sentences,1395.0
3835,2005,Alberta,Youth releases,Pre-trial detention,1427.0
3836,2005,Alberta,Youth releases,Provincial director remand,
3837,2005,Alberta,Youth releases,Secure custody,368.0
3838,2005,Alberta,Youth releases,Custody and supervision (secure),368.0
3839,2005,Alberta,Youth releases,Young Offenders Act (YOA) (secure),
3840,2005,Alberta,Youth releases,Open custody,189.0
3841,2005,Alberta,Youth releases,Custody and supervision (open),189.0
3842,2005,Alberta,Youth releases,Young Offenders Act (YOA) (open),
3843,2005,Alberta,Youth releases,Community Portion of Custody Supervision,490.0
3844,2005,Alberta,Youth releases,Intensive support and supervision,14.0
3845,2005,Alberta,Youth releases,Deferred custody and supervision,217.0
3846,2005,Alberta,Youth releases,Supervised probation,1768.0
3847,2005,Alberta,Youth releases,Other community sentences,1244.0
3848,2005,British Columbia,Youth admissions,Pre-trial detention,1290.0
3849,2005,British Columbia,Youth admissions,Provincial director remand,
3850,2005,British Columbia,Youth admissions,Secure custody,285.0
3851,2005,British Columbia,Youth admissions,Custody and supervision (secure),285.0
3852,2005,British Columbia,Youth admissions,Young Offenders Act (YOA) (secure),0.0
3853,2005,British Columbia,Youth admissions,Open custody,217.0
3854,2005,British Columbia,Youth admissions,Custody and supervision (open),217.0
3855,2005,British Columbia,Youth admissions,Young Offenders Act (YOA) (open),
3856,2005,British Columbia,Youth admissions,Community Portion of Custody Supervision,
3857,2005,British Columbia,Youth admissions,Intensive support and supervision,
3858,2005,British Columbia,Youth admissions,Deferred custody and supervision,
3859,2005,British Columbia,Youth admissions,Supervised probation,1520.0
3860,2005,British Columbia,Youth admissions,Other community sentences,2263.0
3861,2005,British Columbia,Youth releases,Pre-trial detention,1290.0
3862,2005,British Columbia,Youth releases,Provincial director remand,
3863,2005,British Columbia,Youth releases,Secure custody,162.0
3864,2005,British Columbia,Youth releases,Custody and supervision (secure),162.0
3865,2005,British Columbia,Youth releases,Young Offenders Act (YOA) (secure),0.0
3866,2005,British Columbia,Youth releases,Open custody,319.0
3867,2005,British Columbia,Youth releases,Custody and supervision (open),319.0
3868,2005,British Columbia,Youth releases,Young Offenders Act (YOA) (open),
3869,2005,British Columbia,Youth releases,Community Portion of Custody Supervision,
3870,2005,British Columbia,Youth releases,Intensive support and supervision,
3871,2005,British Columbia,Youth releases,Deferred custody and supervision,
